MLA Name,Age,Constituency,Gender ,Party,Membership,Education,Start of term,End of Term,Attendance,Attendance -State average,No. of Questions Asked,Question -State Average,Number Of Debates,Debate State Average,Note,Term,State,Images,image,Image,Gender,mp_note,Email,Contact,attendance,Start of Term
S P Velumani,56,Thondamuthur,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,S P Velumani.jpg,,,,,,
S Thiyagarajan,37,Chengalpattu,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,S Thiyagarajan.jpg,,,,,,
S Velu,53,Chengam,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,S Velu.jpg,,,,,,
S Vijayakumar,56,Gummidipoondi,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,S Vijayakumar.jpg,,,,,,
Sabari Iyngaran G,28,Periyakulam,Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sabari Iyngaran G.jpg,,,,,,
Sabarinathan R,30,Virugampakkam,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sabarinathan R.jpg,,,,,,
Sakkarapani R,64,Oddanchatram,Male,Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sakkarapani R.jpg,,,,,,
Saminathan T,56,Vedasandur,Male,Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Saminathan T.jpg,,,,,,
Sampathkumar V,52,Harur,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sampathkumar V.jpg,,,,,,
Saravanan G,35,Srivaikuntam,Male,Tamilaga Vettri Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Saravanan G.jpg,,,,,,
Sathish Christopher,41,Radhapuram,Male,Tamilaga Vettri Kazhagam,Elected,Other,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sathish Christopher.jpg,,,,,,
Sathya M,39,Krishnarayapuram,Female,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sathya M.jpg,,,,,,
Sathyabama P,51,Dharapuram,Female,All India Anna Dravida Munnetra Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sathyabama P.jpg,,,,,,
Seenivasa Sethupathy R,38,Tiruppattur,Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Seenivasa Sethupathy R.jpg,,,,,,
Sekar S,55,Paramathivelur,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Other,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sekar S.jpg,,,,,,
Selvam P,31,Virudhunagar,Male,Tamilaga Vettri Kazhagam,Elected,Other,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Selvam P.jpg,,,,,,
Sengottaiyan K A,78,Gobichettipalayam,Male,Tamilaga Vettri Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sengottaiyan K A.jpg,,,,,,
Senthil Kumar N,46,Thiruvottiyur,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Senthil Kumar N.jpg,,,,,,
Senthilkumar I P,47,Dindigul,Male,Dravida Munnetra Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Senthilkumar I P.jpg,,,,,,
Senthilselvan R,58,Sirkazhi,Male,Dravida Munnetra Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Senthilselvan R.jpg,,,,,,
Shanmugam C Ve,61,Mailam,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Shanmugam C Ve.jpg,,,,,,
Siva V Meyyanathan,57,Alangudi,Male,Dravida Munnetra Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Siva V Meyyanathan.jpg,,,,,,
Sivakumar C,52,Vikravandi,Male,Pattali Makkal Katchi,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sivakumar C.jpg,,,,,,
Sivakumar K,48,Perambalur,Male,Tamilaga Vettri Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sivakumar K.jpg,,,,,,
Sivakumar K,52,Salem (North),Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sivakumar K Salem.jpg,,,,,,
Sivasankar S S,56,Kunnam,Male,Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sivasankar S S.jpg,,,,,,
Sowmiya Anbumani,55,Dharmapuri,Female,Pattali Makkal Katchi,Elected,Doctorate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sowmiya Anbumani.jpg,,,,,,
Srinath,52,Thoothukkudi,Male,Tamilaga Vettri Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Srinath.jpg,,,,,,
Srinivasan P S,49,Veppanahalli,Male,Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Srinivasan P S.jpg,,,,,,
Sunilanand,53,Mettuppalayam,Male,Tamilaga Vettri Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Sunilanand.jpg,,,,,,
Suriyanur A Chandran,59,Kulithalai,Male,Dravida Munnetra Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Suriyanur A Chandran.jpg,,,,,,
Syed Farooq Basha Ssb,64,Vaniyambadi,Male,Indian Union Muslim League,Elected,Literate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Syed Farooq Basha Ssb.jpg,,,,,,
T Arunkumar,49,Thiruvallur,Male,Tamilaga Vettri Kazhagam,Elected,Literate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,T Arunkumar.jpg,,,,,,
Thahira,40,Ranipet,Female,Tamilaga Vettri Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Thahira.jpg,,,,,,
Thalavai Sundaram N,67,Kanniyakumari,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Thalavai Sundaram N.jpg,,,,,,
Thamimun Ansari M,50,Chidambaram,Male,Dravida Munnetra Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Thamimun Ansari M.jpg,,,,,,
Thangam Thenarasu,59,Tiruchuli,Male,Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Thangam Thenarasu.jpg,,,,,,
Thangapandi Sr,46,Madurai West,Male,Tamilaga Vettri Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Thangapandi Sr.jpg,,,,,,
Tharahai Cuthbert,51,Colachal,Female,Indian National Congress,Elected,Doctorate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Tharahai Cuthbert.jpg,,,,,,
Thennarasu K,36,Sriperumbudur,Male,Tamilaga Vettri Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Thennarasu K.jpg,,,,,,
Thenral Kumar E,34,Kilvaithinankuppam,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Thenral Kumar E.jpg,,,,,,
Thirupathi N,63,Tiruppattur,Male,Tamilaga Vettri Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Thirupathi N.jpg,,,,,,
Udhayanidhi Stalin,48,Chepauk-Thiruvallikeni,Male,Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Udhayanidhi Stalin.jpg,,,,,,
Usharani P,54,Yercaud,Female,All India Anna Dravida Munnetra Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Usharani P.jpg,,,,,,
V Gandhiraj,52,Arakkonam,Male,Tamilaga Vettri Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,V Gandhiraj.jpg,,,,,,
V K Ramkumar,45,Anna Nagar,Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,V K Ramkumar.jpg,,,,,,
V Muthuraja,49,Pudukkottai,Male,Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,V Muthuraja.jpg,,,,,,
V P Tamilselvi,57,Bhavanisagar,Female,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,V P Tamilselvi.jpg,,,,,,
V S Babu,75,Kolathur,Male,Tamilaga Vettri Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,V S Babu.jpg,,,,,,
V Sampathkumar,47,Coimbatore (North),Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,V Sampathkumar.jpg,,,,,,
V Sathyabama,54,Tiruppur (North),Female,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,V Sathyabama.jpg,,,,,,
V Senthilbalaji,50,Coimbatore (South),Male,Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,V Senthilbalaji.jpg,,,,,,
Vaithilingam G,52,Jayankondam,Male,Pattali Makkal Katchi,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Vaithilingam G.jpg,,,,,,
Vanni Arasu,55,Tindivanam,Male,Viduthalai Chiruthaigal Katchi,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Vanni Arasu.jpg,,,,,,
Vasanthavel G R,60,Ulundurpettai,Male,Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Vasanthavel G R.jpg,,,,,,
Veeramani K C,61,Jolarpet,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Veeramani K C.jpg,,,,,,
Velu E V,76,Tiruvannamalai,Male,Dravida Munnetra Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Velu E V.jpg,,,,,,
Venkatachalam G,61,Mettur,Male,All India Anna Dravida Munnetra Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Venkatachalam G.jpg,,,,,,
Venkataramanan P,48,Mylapore,Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Venkataramanan P.jpg,,,,,,
Vetrivel S,54,Sankari,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Vetrivel S.jpg,,,,,,
Vignesh K,38,Kinathukadavu,Male,Tamilaga Vettri Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Vignesh K.jpg,,,,,,
Vijay M,40,Usilampatti,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Vijay M.jpg,,,,,,
Vijay Tamilan Parthiban A,50,Salem (South),Male,Tamilaga Vettri Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Vijay Tamilan Parthiban A.jpg,,,,,,
Vijayabaskar C,52,Viralimalai,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Vijayabaskar C.jpg,,,,,,
Vijayakumar (A) Navalpattu S Viji,56,Thiruverumbur,Male,Tamilaga Vettri Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Vijayakumar (A) Navalpattu S Viji.jpg,,,,,,
Vilwanathan A C,66,Ambur,Male,Dravida Munnetra Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Vilwanathan A C.jpg,,,,,,
Vinoth,32,Kumbakonam,Male,Tamilaga Vettri Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Vinoth.jpg,,,,,,
Palvai Harish Babu,44,Sirpur,Male,Bharatiya Janata Party,Elected,Post Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Dr.Palvai Harish Babu.jpg,,,,,,
Gaddam Vivekanand,66,Chennur,Male,Indian National Congress,Elected,Professional Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Gaddam Vivekanand.jpg,,,,,,
Gaddam Vinod,67,Bellampalli,Male,Indian National Congress,Elected,Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Gaddam Vinod.jpg,,,,,,
Kokkirala Premsagar Rao,63,Mancherial,Male,Indian National Congress,Elected,Professional Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Kokkirala Premsagar Rao.jpg,,,,,,
Kova Laxmi,53,Asifabad,Female,Bharat Rashtra Samithi,Elected,Inter/ Higher Secondary,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Kova Laxmi.jpg,,,,,,
Vedma Bhojju,37,Khanapur,Male,Indian National Congress,Elected,Post Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Vedma Bhojju.jpg,,,,,,
Payal Shanker,52,Adilabad,Male,Bharatiya Janata Party,Elected,Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Payal Shanker.jpg,,,,,,
Anil Jadhav,49,Boath,Male,Bharat Rashtra Samithi,Elected,Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Anil Jadhav.jpg,,,,,,
Alleti Maheshwar Reddy,54,Nirmal,Male,Bharatiya Janata Party,Elected,Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Alleti Maheshwar Reddy.jpg,,,,,,
Ram Rao Pawar,69,Mudhole,Male,Bharatiya Janata Party,Elected,Professional Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Ram Rao Pawar.jpg,,,,,,
Paidi Rakesh Reddy,56,Armur,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Paidi Rakesh Reddy.jpg,,,,,,
P. Sudarshan Reddy,73,Bodhan,Male,Indian National Congress,Elected,Inter/ Higher Secondary,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,P. Sudarshan Reddy.jpg,,,,,,
Laxmi Kantha Rao Thota,53,Jukkal,Male,Indian National Congress,Elected,Post Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Laxmi Kantha Rao Thota.jpg,,,,,,
Srinivas Reddy Parige (Pocharam),74,Banswada,Male,Bharat Rashtra Samithi,Elected,Inter/ Higher Secondary,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Srinivas Reddy Parige (Pocharam).jpg,,,,,,
Madan Mohan Rao. K,54,Yellareddy,Male,Indian National Congress,Elected,Professional Post Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Madan Mohan Rao. K.jpg,,,,,,
Katipally Venkata Ramana Reddy,53,Kamareddy,Male,Bharatiya Janata Party,Elected,Inter/ Higher Secondary,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Katipally Venkata Ramana Reddy.jpg,,,,,,
Dhanpal Suryanarayana,65,Nizamabad (Urban),Male,Bharatiya Janata Party,Elected,Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Dhanpal Suryanarayana.jpg,,,,,,
Bhoopathi Reddy Rekulapally,59,Nizamabad (Rural),Male,Indian National Congress,Elected,Professional Post Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Bhoopathi Reddy Rekulapally.jpg,,,,,,
Prashanth Reddy Vemula,57,Balkonda,Male,Bharat Rashtra Samithi,Elected,Professional Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Prashanth Reddy Vemula.jpg,,,,,,
Kalvakuntla Sanjay,47,Koratla,Male,Bharat Rashtra Samithi,Elected,Professional Post Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Kalvakuntla Sanjay.jpg,,,,,,
Sanjay Kumar M.,61,Jagtial,Male,Bharat Rashtra Samithi,Elected,Professional Post Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Dr. Sanjay.jpg,,,,,,
Adluri Laxman Kumar,57,Dharmapuri,Male,Indian National Congress,Elected,Inter/ Higher Secondary,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Adluri Laxman Kumar.jpg,,,,,,
Makkan Singh Raj Thakur,52,Ramagundam,Male,Indian National Congress,Elected,Inter/ Higher Secondary,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Makkan Singh Raj Thakur.jpg,,,,,,
Duddilla Sridhar Babu,54,Manthani,Male,Indian National Congress,Elected,Post Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Duddilla Sridhar Babu.jpg,,,,,,
Chinthakunta Vijaya Ramana Rao,57,Peddapalle,Male,Indian National Congress,Elected,Inter/ Higher Secondary,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Chinthakunta Vijaya Ramana Rao.jpg,,,,,,
Gangula Kamalakar,56,Karimnagar,Male,Bharat Rashtra Samithi,Elected,Professional Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Gangula Kamalakar.jpg,,,,,,
Medipally Sathyam,43,Choppadandi,Male,Indian National Congress,Elected,Professional Post Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Medipally Sathyam.jpg,,,,,,
Aadi Srinivas,57,Vemulawada,Male,Indian National Congress,Elected,Inter/ Higher Secondary,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Aadi Srinivas.jpg,,,,,,
Kalvakuntla Taraka Rama Rao (K.T.R),47,Sircilla,Male,Bharat Rashtra Samithi,Elected,Professional Post Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Kalvakuntla Taraka Rama Rao (K.T.R).jpg,,,,,,
Kavvampally Satyanarayana,58,Manakondur,Male,Indian National Congress,Elected,Professional Post Graduate,2023-12-03,In office,,,,,,,Member's Data is taken from https://results.eci.gov.in,3,Telangana,,,Dr. Kavvampally Satyanarayana.jpg,,,,,,
